Player,FPTS,FPTS/G,ROST
Trent Sherfield,0.5,0.5,0.1%
Keith Kirkwood,0.4,0.4,0.1%
Jamal Agnew,0.3,0.3,0.2%
Brandon Powell,0.1,0.1,1.3%
Amari Rodgers,0.0,0.0,0.0%
Anthony Schwartz,0.0,0.0,0.0%
Lil'Jordan Humphrey,0.0,0.0,0.0%
Greg Dortch,0.0,0.0,7.1%
KaVontae Turpin,0.0,0.0,0.7%
Stanley Morgan Jr.,0.0,0.0,0.0%
Deonte Harty,0.0,0.0,0.3%
Malik Turner,0.0,0.0,0.0%
Dan Chisena,0.0,0.0,0.0%
Tyrie Cleveland,0.0,0.0,0.0%
Tom Kennedy,0.0,0.0,0.0%
Steven Sims Jr.,0.0,0.0,0.0%
Maurice Alexander,0.0,0.0,0.0%
Britain Covey,0.0,0.0,0.1%
Dax Milne,0.0,0.0,0.0%
Dee Eskridge,0.0,0.0,0.0%
Jaelon Darden,0.0,0.0,0.0%
Danny Gray,0.0,0.0,0.0%
Cody Hollister,0.0,0.0,0.0%
Trent Taylor,0.0,0.0,0.0%
Mack Hollins,0.0,0.0,0.4%
Justin Hardee,0.0,0.0,0.0%
Keelan Cole Sr.,0.0,0.0,0.0%
Tanner Gentry,0.0,0.0,0.0%
Chester Rogers,0.0,0.0,0.0%
Ray-Ray McCloud III,0.0,0.0,1.1%
Dante Pettis,0.0,0.0,0.0%
Kendrick Bourne,0.0,0.0,5.4%
River Cracraft,0.0,0.0,0.1%
Nelson Agholor,0.0,0.0,0.7%
DeVante Parker,0.0,0.0,2.8%
Phillip Dorsett II,0.0,0.0,0.0%
Damiere Byrd,0.0,0.0,0.0%
Christian Watson,-0.2,-0.2,78.8%
Ihmir Smith-Marsette,-0.5,-0.5,0.0%
,,,
,,,
