"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"20","Brandon Aiyuk (SF)","2","3","57","28.5","32","3","1","0","0","0","0","1","11.7","11.7","97.6%"
"21","Donovan Peoples-Jones (DET)","8","12","114","14.3","28","2","0","0","0","0","0","1","11.4","11.4","2.2%"
"22","Josh Reynolds (DET)","5","6","51","10.2","18","0","1","0","0","0","0","1","11.1","11.1","11.4%"
"23","Van Jefferson (ATL)","2","4","44","22.0","23","2","1","0","0","0","0","1","10.4","10.4","2.4%"
"24","Deebo Samuel (SF)","4","5","43","10.8","18","0","0","4","21","1","1","1","10.4","10.4","98.6%"
"25","Jameson Williams (DET)","1","2","41","41.0","41","3","1","0","0","0","0","1","10.1","10.1","19.1%"
"26","K.J. Osborn (MIN)","5","5","38","7.6","15","0","1","0","0","0","0","1","9.8","9.8","22.4%"
"27","Keenan Allen (LAC)","12","14","92","7.7","18","0","0","0","0","0","0","1","9.2","9.2","99.4%"
"28","Ben Skowronek (LAR)","7","8","89","12.7","32","3","0","0","0","0","0","1","8.9","8.9","0.1%"
"29","Noah Brown (HOU)","4","6","85","21.3","51","4","0","0","0","0","0","1","8.5","8.5","44.7%"
"30","Nick Westbrook-Ikhine (TEN)","3","8","23","7.7","13","0","1","0","0","0","0","1","8.3","8.3","0.8%"
"31","Diontae Johnson (PIT)","6","8","82","13.7","37","2","0","0","0","0","0","1","8.2","8.2","80.9%"
"32","George Pickens (PIT)","3","3","78","26.0","42","4","0","0","0","0","0","1","7.8","7.8","81.7%"
"33","Garrett Wilson (NYJ)","6","7","78","13.0","16","0","0","0","0","0","0","1","7.8","7.8","97.3%"
"34","Shi Smith (TEN)","2","2","17","8.5","13","0","1","0","0","0","0","1","7.7","7.7","0.0%"
"35","Amon-Ra St. Brown (DET)","6","9","68","11.3","25","1","0","1","6","0","0","1","7.4","7.4","100.0%"
"36","Russell Gage (TB)","2","2","12","6.0","8","0","1","0","0","0","0","1","7.2","7.2","0.1%"
"37","Davante Adams (LV)","3","7","71","23.7","35","4","0","0","0","0","0","1","7.1","7.1","99.9%"
"38","Mack Hollins (ATL)","2","4","22","11.0","15","0","0","3","40","0","0","1","6.2","6.2","0.4%"
"39","Elijah Moore (CLE)","6","10","60","10.0","24","1","0","0","0","0","0","1","6.0","6.0","42.2%"
"40","DeAndre Hopkins (TEN)","7","11","79","11.3","23","1","0","0","0","0","1","1","5.9","5.9","94.9%"
"41","Chris Godwin (TB)","5","9","54","10.8","32","2","0","0","0","0","0","1","5.4","5.4","88.5%"
"42","Joshua Palmer (LAC)","4","6","53","13.3","18","0","0","0","0","0","0","1","5.3","5.3","25.6%"
"43","Demarcus Robinson (LAR)","5","6","52","10.4","23","1","0","0","0","0","0","1","5.2","5.2","0.1%"
"44","Robbie Chosen (MIA)","4","4","50","12.5","21","1","0","0","0","0","0","1","5.0","5.0","0.1%"
"45","Robert Woods (HOU)","5","7","49","9.8","18","0","0","0","0","0","0","1","4.9","4.9","7.8%"
"46","Kendrick Bourne (NE)","5","5","47","9.4","16","0","0","0","0","0","0","1","4.7","4.7","5.4%"
"47","Christian Kirk (JAC)","5","7","45","9.0","23","1","0","0","0","0","0","1","4.5","4.5","86.5%"
"48","Tutu Atwell (LAR)","5","9","50","10.0","22","1","0","2","-5","0","0","1","4.5","4.5","22.0%"
"49","Jamal Agnew (JAC)","3","3","36","12.0","16","0","0","1","8","0","0","1","4.4","4.4","0.2%"
"50","Mike Evans (TB)","4","9","44","11.0","20","1","0","0","0","0","0","1","4.4","4.4","97.3%"
"51","Amari Cooper (CLE)","2","7","42","21.0","24","1","0","0","0","0","0","1","4.2","4.2","92.9%"
"52","Darius Slayton (NYG)","2","3","42","21.0","37","2","0","0","0","0","0","1","4.2","4.2","2.2%"
"53","Michael Gallup (DAL)","2","6","40","20.0","24","1","0","0","0","0","0","1","4.0","4.0","19.7%"
"54","Kendall Hinton (FA)","5","6","38","7.6","14","0","0","0","0","0","0","1","3.8","3.8","0.0%"
"55","Laviska Shenault Jr. (CAR)","4","4","31","7.8","11","0","0","1","7","0","0","1","3.8","3.8","0.1%"
"56","Julio Jones (PHI)","5","8","38","7.6","15","0","0","0","0","0","0","1","3.8","3.8","1.5%"
"57","Stefon Diggs (BUF)","3","5","37","12.3","32","2","0","0","0","0","0","1","3.7","3.7","100.0%"
"58","Denzel Mims (PIT)","3","5","35","11.7","14","0","0","0","0","0","0","1","3.5","3.5","0.0%"
"59","Trent Taylor (CHI)","1","4","34","34.0","34","2","0","0","0","0","0","1","3.4","3.4","0.0%"
"60","Marquise Brown (ARI)","4","8","34","8.5","16","0","0","0","0","0","0","1","3.4","3.4","85.6%"
"61","DeSean Jackson (FA)","2","2","34","17.0","25","1","0","0","0","0","0","1","3.4","3.4","1.0%"
"62","CeeDee Lamb (DAL)","5","6","33","6.6","13","0","0","0","0","0","0","1","3.3","3.3","100.0%"
"63","Nelson Agholor (BAL)","5","10","32","6.4","13","0","0","0","0","0","0","1","3.2","3.2","0.7%"
"64","Jaylen Waddle (MIA)","2","4","31","15.5","19","0","0","0","0","0","0","1","3.1","3.1","99.4%"
"65","Steven Sims Jr. (HOU)","4","4","30","7.5","11","0","0","1","1","0","0","1","3.1","3.1","0.0%"
"66","Gabe Davis (BUF)","3","4","31","10.3","17","0","0","0","0","0","0","1","3.1","3.1","81.3%"
"67","Isaiah McKenzie (IND)","3","5","21","7.0","8","0","0","1","7","0","0","1","2.8","2.8","0.2%"
"68","Tyquan Thornton (NE)","4","5","28","7.0","12","0","0","0","0","0","0","1","2.8","2.8","1.0%"
"69","Chris Conley (SF)","1","1","27","27.0","27","1","0","0","0","0","0","1","2.7","2.7","0.0%"
"70","David Bell (CLE)","3","3","27","9.0","13","0","0","0","0","0","0","1","2.7","2.7","0.1%"
"71","Braxton Berrios (MIA)","1","3","25","25.0","25","1","0","0","0","0","0","1","2.5","2.5","1.6%"
"72","DeVante Parker (NE)","2","2","24","12.0","14","0","0","0","0","0","0","1","2.4","2.4","2.8%"
"73","Marvin Jones Jr. (FA)","1","1","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","0.6%"
"74","Marquez Valdes-Scantling (KC)","1","3","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","3.8%"
"75","Quez Watkins (PHI)","4","5","19","4.8","9","0","0","0","0","0","0","1","1.9","1.9","0.3%"
"76","Kalif Raymond (DET)","2","2","19","9.5","14","0","0","0","0","0","0","1","1.9","1.9","1.9%"
"77","Cedrick Wilson Jr. (MIA)","2","2","19","9.5","12","0","0","0","0","0","0","1","1.9","1.9","0.2%"
"78","Ray-Ray McCloud III (SF)","1","1","11","11.0","11","0","0","3","7","0","0","1","1.8","1.8","1.1%"
"79","Phillip Dorsett II (DEN)","2","3","18","9.0","9","0","0","0","0","0","0","1","1.8","1.8","0.0%"
"80","Terrace Marshall Jr. (CAR)","1","1","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","0.3%"
"81","Corey Davis (FA)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.1%"
"82","Keelan Cole Sr. (LV)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.0%"
"83","Danny Gray (SF)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.0%"
"84","Jalen Virgil (DEN)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"85","A.J. Green (FA)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.0%"
"86","Trent Sherfield (BUF)","1","4","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"87","Skyy Moore (KC)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","19.5%"
"88","Gunner Olszewski (NYG)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"89","DJ Turner (LV)","0","1","0","0","0","0","0","1","6","0","0","1","0.6","0.6","0.0%"
"90","DJ Moore (CHI)","0","3","0","0","0","0","0","2","6","0","0","1","0.6","0.6","96.6%"
"91","Austin Trammell (LAR)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"92","Jauan Jennings (SF)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.7%"
"93","Zach Pascal (ARI)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.0%"
"94","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","7.1%"
"95","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"96","Scott Miller (ATL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"97","Miles Boykin (PIT)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"98","Devin Duvernay (BAL)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"99","Jalen Reagor (NE)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"100","Lance McCutcheon (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"101","Raleigh Webb (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"102","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"104","Khalil Shakir (BUF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","9.3%"
"105","Brandon Johnson (DEN)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"106","Deven Thompkins (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.3%"
"107","Jalen Nailor (MIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Racey McMath (FA)","0","4","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","John Brown (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"110","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"111","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","Justin Watson (KC)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","3.4%"
"113","Brandon Powell (MIN)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.3%"
"114","James Washington (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","DeAndre Carter (LV)","1","2","0","0.0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"116","Pharoh Cooper (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Tyler Boyd (CIN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","49.6%"
"118","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.7%"
""
""
