"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"65","Chris Moore (TEN)","5","7","20","4.0","11","0","0","1","3","0","0","1","2.3","2.3","0.1%"
"66","David Bell (CLE)","4","5","22","5.5","8","0","0","0","0","0","0","1","2.2","2.2","0.1%"
"67","Olamide Zaccheaus (PHI)","1","2","9","9.0","9","0","0","1","13","0","0","1","2.2","2.2","0.1%"
"68","Diontae Johnson (PIT)","4","5","21","5.3","8","0","0","1","1","0","0","1","2.2","2.2","80.9%"
"69","Keelan Cole Sr. (LV)","1","2","21","21.0","21","1","0","0","0","0","0","1","2.1","2.1","0.0%"
"70","Lawrence Cager (NYG)","2","3","20","10.0","13","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"71","DeVante Parker (NE)","2","2","19","9.5","10","0","0","0","0","0","0","1","1.9","1.9","2.8%"
"72","Nelson Agholor (BAL)","2","3","18","9.0","11","0","0","0","0","0","0","1","1.8","1.8","0.7%"
"73","Marquez Valdes-Scantling (KC)","1","4","18","18.0","18","0","0","0","0","0","0","1","1.8","1.8","3.8%"
"74","K.J. Osborn (MIN)","2","3","17","8.5","12","0","0","0","0","0","0","1","1.7","1.7","22.4%"
"75","Elijah Moore (CLE)","2","4","17","8.5","13","0","0","0","0","0","0","1","1.7","1.7","42.2%"
"76","Cam Sims (CAR)","1","1","17","17.0","17","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"77","Jahan Dotson (WAS)","1","2","13","13.0","13","0","0","1","3","0","0","1","1.6","1.6","60.7%"
"78","Jalen Nailor (MIN)","1","3","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"79","Brandon Powell (MIN)","2","2","16","8.0","8","0","0","1","-1","0","0","1","1.5","1.5","1.3%"
"80","Mike Williams (LAC)","1","1","15","15.0","15","0","0","0","0","0","0","1","1.5","1.5","18.8%"
"81","Jalen Reagor (NE)","1","1","14","14.0","14","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"82","KhaDarel Hodge (ATL)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"83","Tom Kennedy (DET)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","0.0%"
"84","Garrett Wilson (NYJ)","2","3","12","6.0","6","0","0","1","0","0","0","1","1.2","1.2","97.3%"
"85","Chase Claypool (MIA)","2","3","11","5.5","6","0","0","0","0","0","0","1","1.1","1.1","2.4%"
"86","Zach Pascal (ARI)","1","1","9","9.0","9","0","0","0","0","0","0","1","0.9","0.9","0.0%"
"87","Isaiah Hodgins (NYG)","3","3","29","9.7","20","1","0","0","0","0","1","1","0.9","0.9","1.1%"
"88","Kendrick Bourne (NE)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","5.4%"
"89","Jalen Tolbert (DAL)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","0.3%"
"90","Rashid Shaheed (NO)","1","2","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","32.0%"
"91","Devin Duvernay (BAL)","1","1","3","3.0","3","0","0","1","4","0","0","1","0.7","0.7","0.1%"
"92","Laviska Shenault Jr. (CAR)","4","4","7","1.8","5","0","0","0","0","0","0","1","0.7","0.7","0.1%"
"93","Shi Smith (TEN)","4","5","26","6.5","10","0","0","0","0","0","1","1","0.6","0.6","0.0%"
"94","Marquez Callaway (NO)","1","1","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","0.0%"
"95","Tyquan Thornton (NE)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.0%"
"96","Ben Skowronek (LAR)","1","4","4","4.0","4","0","0","0","0","0","0","1","0.4","0.4","0.1%"
"97","Brandon Johnson (DEN)","1","2","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"98","Trent Taylor (CHI)","1","1","1","1.0","1","0","0","0","0","0","0","1","0.1","0.1","0.0%"
"99","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"100","Kadarius Toney (KC)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","12.1%"
"101","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"102","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"103","Stanley Morgan Jr. (CIN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"104","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"105","Jauan Jennings (SF)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"106","James Proche II (CLE)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"107","Montrell Washington (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"108","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"109","Britain Covey (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"110","Velus Jones Jr. (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"111","Jacob Harris (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"112","DJ Turner (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"113","Michael Bandy (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"114","Albert Wilson (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"115","Sammy Watkins (FA)","0","2","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"116","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"117","Justin Hardee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"118","C.J. Board (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"119","Isaiah McKenzie (IND)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"120","Ray-Ray McCloud III (SF)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.1%"
"121","Keke Coutee (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"122","Dante Pettis (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"123","Braxton Berrios (MIA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","1.6%"
"124","DJ Chark Jr. (CAR)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","17.1%"
"125","Byron Pringle (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Mike Thomas (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","Phillip Dorsett II (DEN)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"128","Steven Sims Jr. (HOU)","0","2","0","0","0","0","0","1","-3","0","0","1","-0.3","-0.3","0.0%"
"129","Rondale Moore (ARI)","0","0","0","0","0","0","0","1","-6","0","0","1","-0.6","-0.6","21.2%"
""
""
